KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,10/13/2023 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,1.62,6.38,118,2.642,167.8,83.6,83.6,9.4,151.4,3.756,0.08,164.8,1.19,1.03,107,773.05,0,NA,-28.2,10.136,2.814,38.90124,-92.34196,219.7,0,12.1,752
,,,STANDARD DEVIATION:,2.01,8,0.1,1.44,0.1,1.8,1.8,0.2,16.2,2.048,0,0.1,1.11,1.07,0,2290.42,0,0.05,3.1,0.012,1.381,0.00001,0.00001,1.5,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17F103116,17F103116,17C104840,18F101461,17C104840,18D104462,18D104462,18D104462,18E103391,18F101461,17C104840,17C104840,17F103116,17F103116,17C104840,18E100546,18E100546,18E103391,18E103391,17C104840,18F101461,17F105819,17F105819,17F105819,17F105819,17F105819,17F105819
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
11/18/2021,14:46:11,0,beth,0.87,3.39,118,4.266,167.8,82.1,82.1,9.24,158,6.065,0.08,164.9,2.17,1.98,107,28.96,0,7.14,-25.4,10.121,4.298,38.90124,-92.34196,221,0,12.1,752
11/18/2021,14:46:12,0,beth,0.87,3.39,118,4.269,167.8,82.1,82.1,9.24,142.1,6.071,0.08,164.9,2.45,2.26,107,128.33,0,7.14,-25.3,10.12,4.298,38.90124,-92.34197,221.2,0,12.1,752.1
11/18/2021,14:46:13,0,beth,0.86,3.36,118,4.272,167.8,82.1,82.1,9.23,137.9,6.075,0.08,164.9,2.68,2.48,107,66.79,0,7.14,-25.2,10.12,4.3,38.90125,-92.34197,221.3,0,12.1,752
11/18/2021,14:46:14,0,beth,0.87,3.39,118,4.275,167.8,82,82,9.23,133.7,6.079,0.08,164.9,2.88,2.67,107,29.04,0,7.14,-25.2,10.12,4.3,38.90125,-92.34197,221.4,0,12.1,752
11/18/2021,14:46:15,0,beth,0.89,3.48,118,4.277,167.8,82,82,9.23,131.2,6.082,0.08,164.9,3.04,2.83,107,2586.82,0,7.14,-25.1,10.12,4.298,38.90125,-92.34197,221.4,0,12.1,752
11/18/2021,14:46:16,0,beth,1.43,5.62,118,4.279,167.8,82,82,9.22,127.8,6.084,0.08,164.9,3.16,2.95,107,7283.78,0,7.14,-25,10.12,4.298,38.90125,-92.34198,221.3,0,12.1,752
11/18/2021,14:46:17,0,beth,0.93,3.64,118,4.28,167.8,81.9,81.9,9.22,124.6,6.086,0.08,164.9,3.21,3,107,15039.72,0,7.13,-25,10.12,4.298,38.90125,-92.34198,221.3,0,12.1,752
11/18/2021,14:46:18,0,beth,1.66,6.53,118.1,4.282,167.8,81.9,81.9,9.21,122.4,6.088,0.08,164.9,3.36,3.14,107,8540.83,0,7.13,-24.9,10.12,4.299,38.90125,-92.34198,221.2,0,12.1,752
11/18/2021,14:46:19,0,beth,2.29,9.04,118.1,4.283,167.9,81.8,81.8,9.2,111.5,6.09,0.08,164.9,3.55,3.32,107,6969.2,0,7.13,-24.8,10.12,4.3,38.90126,-92.34198,221.4,0,12.1,752
11/18/2021,14:46:20,0,beth,2.48,9.79,118.1,4.284,167.9,81.8,81.8,9.2,108.7,6.092,0.08,164.9,3.73,3.5,107,5861.4,0,7.13,-24.8,10.12,4.299,38.90126,-92.34198,221.4,0,12.1,752.1
11/18/2021,14:46:21,0,beth,2.71,10.69,118.1,4.285,167.9,81.7,81.7,9.19,107.4,6.093,0.08,164.9,3.9,3.66,107,3906.68,0,7.13,-24.7,10.12,4.3,38.90126,-92.34198,221.4,0,12.1,752
11/18/2021,14:46:22,0,beth,2.8,11.06,118.1,4.286,167.9,81.6,81.6,9.19,107.1,6.094,0.08,164.9,4.04,3.8,107,2982.35,0,7.13,-24.6,10.12,4.301,38.90125,-92.34198,221.1,0,12.1,752.1
11/18/2021,14:46:23,0,beth,2.85,11.26,118.1,4.287,167.9,81.6,81.6,9.18,106.7,6.095,0.08,164.9,4.03,3.79,107,2063.51,0,7.13,-24.6,10.12,4.3,38.90125,-92.34198,220.9,0,12.1,752.1
11/18/2021,14:46:24,0,beth,2.91,11.51,118.1,4.287,167.9,81.5,81.5,9.17,106.3,6.096,0.08,164.9,3.73,3.5,107,1694.2,0,7.13,-24.5,10.12,4.3,38.90125,-92.34197,221,0,12.1,752.1
11/18/2021,14:46:25,0,beth,3.01,11.89,118.1,4.288,167.9,81.4,81.4,9.16,105.8,6.097,0.08,164.9,3.72,3.49,107,1545.09,0,7.12,-24.4,10.12,4.301,38.90125,-92.34197,220.9,0,12.1,752
11/18/2021,14:46:26,0,beth,3.09,12.23,118.1,4.288,167.9,81.3,81.3,9.15,105.3,6.098,0.08,165,3.83,3.6,107,1446.6,0,7.12,-24.3,10.12,4.301,38.90125,-92.34197,221,0,12.1,752.1
