7/16/2025,10:06:58,0,111C50095,1.01,1.17,142.8,1.247,131.1,105.8,109,8.11,143.7,1.766,0.06,132.2,2.75,8.37,86,8.1,-94,29.164,1.373,38.0952,-91.45783,272,0,12,736.1
7/16/2025,10:06:59,0,111C50095,1.01,1.13,142.7,1.485,131.1,104.5,107.6,8.01,144.6,2.104,0.06,132.2,2.6,8.08,86,8.08,-92.4,29.132,1.579,38.0952,-91.45783,272,0,12,736.2
7/16/2025,10:07:00,0,111C50095,0.98,1.11,142.7,1.848,131.2,103,106,7.9,145.4,2.618,0.06,132.3,2.46,7.15,86,8.06,-91.3,29.12,1.934,38.0952,-91.45783,272.3,0,12,736.1
7/16/2025,10:07:01,0,111C50095,0.96,1.24,142.7,2.089,131.2,101.2,104.2,7.77,146.8,2.959,0.06,132.4,2.24,7.3,86,8.03,-89.3,29.103,2.2,38.0952,-91.45783,272.2,0,12,736
7/16/2025,10:07:02,0,111C50095,0.96,1.29,142.8,2.38,131.3,99.6,102.6,7.65,147.1,3.371,0.06,132.5,2.14,7.54,86,8.02,-88.7,29.089,2.465,38.0952,-91.45782,272.6,0,12,736.1
7/16/2025,10:07:03,0,111C50095,1.07,1.32,143,2.537,131.5,98,100.9,7.53,148,3.594,0.06,132.7,2.12,7.67,86,8,-87.7,29.082,2.592,38.0952,-91.45782,272.9,0,11.9,736.1
7/16/2025,10:07:04,0,111C50095,1.21,1.5,143.2,2.784,131.7,96.9,99.8,7.44,148.8,3.944,0.06,132.8,2.03,7.82,86,7.99,-86.8,29.076,2.879,38.09519,-91.45782,272.4,0,11.9,736
7/16/2025,10:07:05,0,111C50095,1.24,1.48,143.3,2.954,131.8,95.9,98.8,7.37,149.5,4.184,0.06,132.9,1.94,7.58,86,7.97,-86,29.07,2.965,38.09519,-91.45782,272.5,0,11.9,736.1
7/16/2025,10:07:06,0,111C50095,1.16,1.47,143.2,3.143,131.7,95.3,98.1,7.32,150.2,4.452,0.06,132.9,1.9,7.6,86,7.96,-85.3,29.06,3.284,38.09519,-91.45782,272.7,0,11.9,736.1
7/16/2025,10:07:07,0,111C50095,1.04,1.37,143.1,3.409,131.7,94.4,97.2,7.25,150.9,4.829,0.06,132.8,1.9,7.11,86,7.95,-84.5,29.047,3.456,38.09519,-91.45782,273,0,11.9,736
7/16/2025,10:07:08,0,111C50095,0.96,1.13,143.2,3.613,131.8,93.4,96.2,7.18,151.7,5.118,0.06,132.9,1.9,5.86,86,7.93,-83.7,29.042,3.745,38.09519,-91.45782,273.1,0,11.9,736.1
7/16/2025,10:07:09,0,111C50095,0.98,1.1,143.3,3.836,132,91.9,94.6,7.06,152.9,5.434,0.06,133.1,1.72,5.14,87,7.91,-82.4,29.034,3.863,38.09519,-91.45782,273.2,0,11.9,736
7/16/2025,10:07:10,0,111C50095,1.34,1.56,143.5,4.023,132.1,90.1,92.8,6.93,154.2,5.699,0.06,133.2,2.11,6.58,87,7.88,-80.7,29.026,4.148,38.09519,-91.45782,273.1,0,11.9,736.1
7/16/2025,10:07:11,0,111C50095,2.07,2.05,143.9,4.275,132.5,88.2,90.8,6.78,155.2,6.056,0.06,133.7,3.23,8.64,87,7.86,-79.4,28.988,4.305,38.09519,-91.45781,272.8,0,11.9,736.1
7/16/2025,10:07:12,0,111C50095,2.16,1.8,144.2,4.324,132.9,86.8,89.4,6.68,155.9,6.125,0.06,134,3.38,8.03,87,7.85,-78.7,28.981,4.322,38.09518,-91.45781,273,0,11.9,736
